   h    k    l      d (Å)      F(real)      F(imag)          |F|         2θ          I    M
  10   11  -10   0.717935     1.684243     0.000000      1.68424   -1.#IND0   -1.#IND0    4
   2   24   -5   0.717744     6.825295    -0.000000       6.8253   -1.#IND0   -1.#IND0    4
   3   12  -19   0.717726     2.637338     0.000000      2.63734   -1.#IND0   -1.#IND0    4
   6   18    5   0.717651    -0.789029    -0.000000     0.789029   -1.#IND0   -1.#IND0    4
   9    7  -17   0.717633    12.175305     0.000000      12.1753   -1.#IND0   -1.#IND0    4
   0    9   19   0.717583     1.807515    -0.000000      1.80752   -1.#IND0   -1.#IND0    4
   7    8   10   0.717573     6.290993     0.000000      6.29099   -1.#IND0   -1.#IND0    4
   6    8  -20   0.717554     5.413175     0.000000      5.41318   -1.#IND0   -1.#IND0    4
  10    1    3   0.717432    13.491073    -0.000000      13.4911   -1.#IND0   -1.#IND0    4
  10    3  -16   0.717382     0.812045     0.000000     0.812045   -1.#IND0   -1.#IND0    4
   4   12  -19   0.717370    -5.219509     0.000000      5.21951   -1.#IND0   -1.#IND0    4
   8   11    6   0.717358    -4.011404    -0.000000       4.0114   -1.#IND0   -1.#IND0    4
  11    6   -6   0.717358     3.347958     0.000000      3.34796   -1.#IND0   -1.#IND0    4
   4   23    0   0.717320    -3.446312     0.000000      3.44631   -1.#IND0   -1.#IND0    4
   6   18  -13   0.717168     3.840296    -0.000000       3.8403   -1.#IND0   -1.#IND0    4
   9    9  -16   0.717138    -8.048769    -0.000000      8.04877   -1.#IND0   -1.#IND0    4
   2    9  -20   0.717127    -5.281935    -0.000000      5.28193   -1.#IND0   -1.#IND0    4
   6    4  -21   0.717036    11.517439    -0.000000      11.5174   -1.#IND0   -1.#IND0    4
   2   10   17   0.717023     1.301314    -0.000000      1.30131   -1.#IND0   -1.#IND0    4
   9    4  -18   0.716985     9.565686     0.000000      9.56569   -1.#IND0   -1.#IND0    4
  10    6  -15   0.716931     3.799525     0.000000      3.79953   -1.#IND0   -1.#IND0    4
   4    5   16   0.716905    -5.718295    -0.000000      5.71829   -1.#IND0   -1.#IND0    4
   8    7    8   0.716837    -1.241564     0.000000      1.24156   -1.#IND0   -1.#IND0    4
   3   18   11   0.716737     3.803023     0.000000      3.80302   -1.#IND0   -1.#IND0    4
   3   19   10   0.716725    -2.628677     0.000000      2.62868   -1.#IND0   -1.#IND0    4
   2    5  -21   0.716689     5.762121     0.000000      5.76212   -1.#IND0   -1.#IND0    4
   5    1   15   0.716588   -10.194558     0.000000      10.1946   -1.#IND0   -1.#IND0    4
   0    5   20   0.716580    -2.888316    -0.000000      2.88832   -1.#IND0   -1.#IND0    4
   9   15   -4   0.716509    -1.499378     0.000000      1.49938   -1.#IND0   -1.#IND0    4
   6   14    9   0.716451     1.700548    -0.000000      1.70055   -1.#IND0   -1.#IND0    4
   7   15  -15   0.716409    -0.637257     0.000000     0.637257   -1.#IND0   -1.#IND0    4
   3   19  -14   0.716404     4.469781    -0.000000      4.46978   -1.#IND0   -1.#IND0    4
   3   18  -15   0.716389     1.005568    -0.000000      1.00557   -1.#IND0   -1.#IND0    4
  11    6   -9   0.716350     4.245432     0.000000      4.24543   -1.#IND0   -1.#IND0    4
   9   15   -8   0.716348    -7.945327     0.000000      7.94533   -1.#IND0   -1.#IND0    4
   7   18  -11   0.716344    -3.835529    -0.000000      3.83553   -1.#IND0   -1.#IND0    4
   3   14   14   0.716331    10.924360    -0.000000      10.9244   -1.#IND0   -1.#IND0    4
   8    3    9   0.716322     0.520645    -0.000000     0.520645   -1.#IND0   -1.#IND0    4
  10   11   -3   0.716238     0.054689     0.000000    0.0546888   -1.#IND0   -1.#IND0    4
   2   19  -14   0.716168    -0.621026    -0.000000     0.621026   -1.#IND0   -1.#IND0    4
   8   15  -13   0.716164    -2.043434     0.000000      2.04343   -1.#IND0   -1.#IND0    4
   1   22  -10   0.716152     3.282209    -0.000000      3.28221   -1.#IND0   -1.#IND0    4
   1    1  -21   0.716102     1.098162     0.000000      1.09816   -1.#IND0   -1.#IND0    4
  10    9  -13   0.716101     0.794040    -0.000000      0.79404   -1.#IND0   -1.#IND0    4
   5    6  -21   0.716089   -18.787533    -0.000000      18.7875   -1.#IND0   -1.#IND0    4
   2   21    9   0.716043    -4.260723     0.000000      4.26072   -1.#IND0   -1.#IND0    4
   3   14  -18   0.715904     4.823909    -0.000000      4.82391   -1.#IND0   -1.#IND0    4
   8   12  -16   0.715823     2.169116     0.000000      2.16912   -1.#IND0   -1.#IND0    4
  11    5   -4   0.715822     8.506363    -0.000000      8.50636   -1.#IND0   -1.#IND0    4
   6   14  -17   0.715757     3.435227     0.000000      3.43523   -1.#IND0   -1.#IND0    4
   7    6  -20   0.715706    -3.004030    -0.000000      3.00403   -1.#IND0   -1.#IND0    4
   6   21   -2   0.715702    -2.430373     0.000000      2.43037   -1.#IND0   -1.#IND0    4
  10    2    3   0.715690     3.922517    -0.000000      3.92252   -1.#IND0   -1.#IND0    4
   8    6  -19   0.715690   -10.816607     0.000000      10.8166   -1.#IND0   -1.#IND0    4
   7   11  -18   0.715687     3.209958    -0.000000      3.20996   -1.#IND0   -1.#IND0    4
   1   13  -18   0.715681    -1.343719    -0.000000      1.34372   -1.#IND0   -1.#IND0    4
   4    9   15   0.715598     0.650559     0.000000     0.650559   -1.#IND0   -1.#IND0    4
   6   21   -6   0.715595    -0.381898     0.000000     0.381898   -1.#IND0   -1.#IND0    4
   5   14   11   0.715571    -0.691983     0.000000     0.691983   -1.#IND0   -1.#IND0    4
  11    3  -12   0.715554     1.075346     0.000000      1.07535   -1.#IND0   -1.#IND0    4
  11    0   -2   0.715541    10.804130     0.000000      10.8041   -1.#IND0   -1.#IND0    2
   5   19  -13   0.715483    -6.340090     0.000000      6.34009   -1.#IND0   -1.#IND0    4
   3   24   -2   0.715482     0.537878    -0.000000     0.537878   -1.#IND0   -1.#IND0    4
   9   14   -1   0.715423    -0.894884     0.000000     0.894884   -1.#IND0   -1.#IND0    4
   7   16  -14   0.715345     6.380395    -0.000000      6.38039   -1.#IND0   -1.#IND0    4
   4   15   12   0.715295     2.121244    -0.000000      2.12124   -1.#IND0   -1.#IND0    4
   5   21    3   0.715225    -4.561832     0.000000      4.56183   -1.#IND0   -1.#IND0    4
  10   10  -12   0.715143     8.420374     0.000000      8.42037   -1.#IND0   -1.#IND0    4
   5   22    0   0.715113     3.933576    -0.000000      3.93358   -1.#IND0   -1.#IND0    4
   7    9  -19   0.715107    -2.031108     0.000000      2.03111   -1.#IND0   -1.#IND0    4
   9   14  -11   0.715024     2.549842    -0.000000      2.54984   -1.#IND0   -1.#IND0    4
   2   18  -15   0.715016    -4.715408     0.000000      4.71541   -1.#IND0   -1.#IND0    4
  11    1   -2   0.714963    -0.995671     0.000000     0.995671   -1.#IND0   -1.#IND0    4
   4   22   -9   0.714932     3.022090     0.000000      3.02209   -1.#IND0   -1.#IND0    4
   5    2   15   0.714852     1.991334    -0.000000      1.99133   -1.#IND0   -1.#IND0    4
   0   21   11   0.714813     4.100970    -0.000000      4.10097   -1.#IND0   -1.#IND0    4
   8   16    1   0.714713     2.221501     0.000000       2.2215   -1.#IND0   -1.#IND0    4
   1   10   18   0.714660     9.961411    -0.000000      9.96141   -1.#IND0   -1.#IND0    4
   4   21  -11   0.714657    -5.911778     0.000000      5.91178   -1.#IND0   -1.#IND0    4
   3   24   -1   0.714642     4.474283    -0.000000      4.47428   -1.#IND0   -1.#IND0    4
   3   24   -3   0.714615     1.510243     0.000000      1.51024   -1.#IND0   -1.#IND0    4
   7   14  -16   0.714605     6.387142     0.000000      6.38714   -1.#IND0   -1.#IND0    4
  11    4   -3   0.714516     1.369716    -0.000000      1.36972   -1.#IND0   -1.#IND0    4
   1   23    7   0.714458    -1.217654    -0.000000      1.21765   -1.#IND0   -1.#IND0    4
   2   20  -13   0.714453     0.204936    -0.000000     0.204936   -1.#IND0   -1.#IND0    4
   4   14  -18   0.714417    -1.200631    -0.000000      1.20063   -1.#IND0   -1.#IND0    4
   1    2  -21   0.714369     4.718538     0.000000      4.71854   -1.#IND0   -1.#IND0    4
   2    7   18   0.714285    -4.158688     0.000000      4.15869   -1.#IND0   -1.#IND0    4
  11    6   -5   0.714266    -0.983489     0.000000     0.983489   -1.#IND0   -1.#IND0    4
  10    8  -14   0.714193     6.544263     0.000000      6.54426   -1.#IND0   -1.#IND0    4
   7    5   11   0.714191    -4.416526     0.000000      4.41653   -1.#IND0   -1.#IND0    4
  10   12   -7   0.714175     6.094501    -0.000000       6.0945   -1.#IND0   -1.#IND0    4
   5   15  -17   0.714160    -0.146207     0.000000     0.146207   -1.#IND0   -1.#IND0    4
   3   22    6   0.714018     9.698334    -0.000000      9.69833   -1.#IND0   -1.#IND0    4
   4   10  -20   0.713980    14.766991     0.000000       14.767   -1.#IND0   -1.#IND0    4
  10   12   -6   0.713936     6.185206    -0.000000      6.18521   -1.#IND0   -1.#IND0    4
   3   17   12   0.713884     0.199489    -0.000000     0.199489   -1.#IND0   -1.#IND0    4
   5   20    5   0.713878    -2.838270     0.000000      2.83827   -1.#IND0   -1.#IND0    4
   3   20    9   0.713848    -5.999766     0.000000      5.99977   -1.#IND0   -1.#IND0    4
   8   17   -1   0.713823     0.467744     0.000000     0.467744   -1.#IND0   -1.#IND0    4
   3   22  -10   0.713806     4.685524    -0.000000      4.68552   -1.#IND0   -1.#IND0    4
   4   23   -6   0.713790    -8.076221    -0.000000      8.07622   -1.#IND0   -1.#IND0    4
   0   17   15   0.713703     2.641110     0.000000      2.64111   -1.#IND0   -1.#IND0    4
   3   10   16   0.713678     3.761274     0.000000      3.76127   -1.#IND0   -1.#IND0    4
   1    8  -20   0.713633     5.849539     0.000000      5.84954   -1.#IND0   -1.#IND0    4
   3   20  -13   0.713557     1.422274    -0.000000      1.42227   -1.#IND0   -1.#IND0    4
   3   17  -16   0.713514    -4.255727     0.000000      4.25573   -1.#IND0   -1.#IND0    4
  11    5  -11   0.713492     2.316537    -0.000000      2.31654   -1.#IND0   -1.#IND0    4
  10    4  -16   0.713338    -4.070270    -0.000000      4.07027   -1.#IND0   -1.#IND0    4
   7   19   -9   0.713280    -2.806064    -0.000000      2.80606   -1.#IND0   -1.#IND0    4
   2   24    3   0.713253    -1.723311     0.000000      1.72331   -1.#IND0   -1.#IND0    4
  11    2   -2   0.713239    13.087762     0.000000      13.0878   -1.#IND0   -1.#IND0    4
   2   16   14   0.713239     4.874672    -0.000000      4.87467   -1.#IND0   -1.#IND0    4
   3   10  -20   0.713202     8.136922     0.000000      8.13692   -1.#IND0   -1.#IND0    4
   1   24   -6   0.713193     4.062804    -0.000000       4.0628   -1.#IND0   -1.#IND0    4
   7   18    2   0.713052     9.675755    -0.000000      9.67576   -1.#IND0   -1.#IND0    4
  10    9    0   0.712983    -4.145091    -0.000000      4.14509   -1.#IND0   -1.#IND0    4
   5   22   -7   0.712975    -2.789954    -0.000000      2.78995   -1.#IND0   -1.#IND0    4
   4    7  -21   0.712937    11.105605     0.000000      11.1056   -1.#IND0   -1.#IND0    4
   1   11  -19   0.712921    -2.803693    -0.000000      2.80369   -1.#IND0   -1.#IND0    4
  10    6    2   0.712848     7.208675    -0.000000      7.20867   -1.#IND0   -1.#IND0    4
   0   12   18   0.712828     6.934908    -0.000000      6.93491   -1.#IND0   -1.#IND0    4
  10    3    3   0.712815    11.518362    -0.000000      11.5184   -1.#IND0   -1.#IND0    4
   9    5    6   0.712753     1.298111     0.000000      1.29811   -1.#IND0   -1.#IND0    4
   6    5   13   0.712750    -8.114630     0.000000      8.11463   -1.#IND0   -1.#IND0    4
   0   23    8   0.712727     1.190126     0.000000      1.19013   -1.#IND0   -1.#IND0    4
  10   12   -8   0.712718     4.057857    -0.000000      4.05786   -1.#IND0   -1.#IND0    4
   0   14   17   0.712715     5.797424    -0.000000      5.79742   -1.#IND0   -1.#IND0    4
   1   16   15   0.712610    -0.548354    -0.000000     0.548354   -1.#IND0   -1.#IND0    4
  11    6  -10   0.712610    -3.345766    -0.000000      3.34577   -1.#IND0   -1.#IND0    4
  10   10   -1   0.712513     9.381222    -0.000000      9.38122   -1.#IND0   -1.#IND0    4
   8    4    9   0.712296     1.297584     0.000000      1.29758   -1.#IND0   -1.#IND0    4
   9   15   -3   0.712291    -2.008065     0.000000      2.00807   -1.#IND0   -1.#IND0    4
   8    9  -18   0.712265    -3.581342    -0.000000      3.58134   -1.#IND0   -1.#IND0    4
   9   12    2   0.712257    11.465652    -0.000000      11.4657   -1.#IND0   -1.#IND0    4
   8    0  -20   0.712245     3.649891     0.000000      3.64989   -1.#IND0   -1.#IND0    2
   6   20    2   0.712154     1.713498    -0.000000       1.7135   -1.#IND0   -1.#IND0    4
   1   15  -17   0.712142    -0.882138     0.000000     0.882138   -1.#IND0   -1.#IND0    4
   3   24    0   0.712111    -0.070912    -0.000000    0.0709122   -1.#IND0   -1.#IND0    4
   3   24   -4   0.712059    -0.147406    -0.000000     0.147406   -1.#IND0   -1.#IND0    4
   9   15   -9   0.712054     0.447871     0.000000     0.447871   -1.#IND0   -1.#IND0    4
  10   12   -5   0.712005    -1.137382    -0.000000      1.13738   -1.#IND0   -1.#IND0    4
   5    3   15   0.711987    -9.996099     0.000000       9.9961   -1.#IND0   -1.#IND0    4
   6   11   11   0.711970     0.953433     0.000000     0.953433   -1.#IND0   -1.#IND0    4
   3   23    4   0.711957    -1.642139    -0.000000      1.64214   -1.#IND0   -1.#IND0    4
   4   23    1   0.711939     0.941217     0.000000     0.941217   -1.#IND0   -1.#IND0    4
   6    5  -21   0.711857    -8.582319     0.000000      8.58232   -1.#IND0   -1.#IND0    4
   6   20  -10   0.711839     9.156576    -0.000000      9.15658   -1.#IND0   -1.#IND0    4
   2   12  -19   0.711827     8.199576     0.000000      8.19958   -1.#IND0   -1.#IND0    4
   9    5  -18   0.711807    11.953040    -0.000000       11.953   -1.#IND0   -1.#IND0    4
   3   23   -8   0.711799    -1.647506     0.000000      1.64751   -1.#IND0   -1.#IND0    4
   8    1  -20   0.711676     4.479339     0.000000      4.47934   -1.#IND0   -1.#IND0    4
   9   12  -14   0.711627     2.568390    -0.000000      2.56839   -1.#IND0   -1.#IND0    4
   3    7   17   0.711542    -2.941178     0.000000      2.94118   -1.#IND0   -1.#IND0    4
  11    4  -12   0.711541    12.547521     0.000000      12.5475   -1.#IND0   -1.#IND0    4
   4   18  -15   0.711523     0.411981     0.000000     0.411981   -1.#IND0   -1.#IND0    4
   1    3  -21   0.711510    -1.603373     0.000000      1.60337   -1.#IND0   -1.#IND0    4
   4   22    4   0.711489     8.719083     0.000000      8.71908   -1.#IND0   -1.#IND0    4
   6   21   -1   0.711485    -0.645252     0.000000     0.645252   -1.#IND0   -1.#IND0    4
   7   17  -13   0.711451    -4.325158     0.000000      4.32516   -1.#IND0   -1.#IND0    4
   1    7   19   0.711383    10.624862     0.000000      10.6249   -1.#IND0   -1.#IND0    4
  10   11  -11   0.711355     0.914112     0.000000     0.914112   -1.#IND0   -1.#IND0    4
   6   21   -7   0.711328    -6.049453     0.000000      6.04945   -1.#IND0   -1.#IND0    4
  11    1  -13   0.711326    -2.424934    -0.000000      2.42493   -1.#IND0   -1.#IND0    4
   5   21  -10   0.711267    -1.444651     0.000000      1.44465   -1.#IND0   -1.#IND0    4
  11    7   -7   0.711252     9.158455     0.000000      9.15846   -1.#IND0   -1.#IND0    4
   6   11  -19   0.711185     3.106315    -0.000000      3.10631   -1.#IND0   -1.#IND0    4
   2   14  -18   0.711163     0.996649     0.000000     0.996649   -1.#IND0   -1.#IND0    4
   0   25    1   0.711158    -1.291495    -0.000000      1.29149   -1.#IND0   -1.#IND0    4
   7   15    6   0.711112     4.221381     0.000000      4.22138   -1.#IND0   -1.#IND0    4
   9   11    3   0.711067     5.369472    -0.000000      5.36947   -1.#IND0   -1.#IND0    4
   3    7  -21   0.711045     4.502032     0.000000      4.50203   -1.#IND0   -1.#IND0    4
   2   17  -16   0.711040    -5.582958     0.000000      5.58296   -1.#IND0   -1.#IND0    4
   7   19    0   0.711024     1.626186     0.000000      1.62619   -1.#IND0   -1.#IND0    4
   8   17  -10   0.710974     3.635771    -0.000000      3.63577   -1.#IND0   -1.#IND0    4
  11    7   -8   0.710924    11.265769     0.000000      11.2658   -1.#IND0   -1.#IND0    4
   1   22    9   0.710862     2.994834    -0.000000      2.99483   -1.#IND0   -1.#IND0    4
   6   19    4   0.710818    -3.616615    -0.000000      3.61662   -1.#IND0   -1.#IND0    4
   5   12  -19   0.710788    12.953905     0.000000      12.9539   -1.#IND0   -1.#IND0    4
   5    8   14   0.710710     1.030019     0.000000      1.03002   -1.#IND0   -1.#IND0    4
   2   24   -6   0.710645     7.139502    -0.000000       7.1395   -1.#IND0   -1.#IND0    4
  10    8    1   0.710628    -7.053020    -0.000000      7.05302   -1.#IND0   -1.#IND0    4
   9   13    1   0.710627    -4.557594    -0.000000      4.55759   -1.#IND0   -1.#IND0    4
   8   16  -12   0.710594     9.646345    -0.000000      9.64635   -1.#IND0   -1.#IND0    4
   4    6   16   0.710593     2.998228     0.000000      2.99823   -1.#IND0   -1.#IND0    4
   7   16    5   0.710569    -0.288938     0.000000     0.288938   -1.#IND0   -1.#IND0    4
   2   23    6   0.710544    -0.186659     0.000000     0.186659   -1.#IND0   -1.#IND0    4
   4   19  -14   0.710423     1.148173    -0.000000      1.14817   -1.#IND0   -1.#IND0    4
   6   19  -12   0.710401     6.432359    -0.000000      6.43236   -1.#IND0   -1.#IND0    4
  11    3   -2   0.710394    -1.462082    -0.000000      1.46208   -1.#IND0   -1.#IND0    4
